Geneid,group1_1,group1_2,group1_3,group2_1,group2_2,group2_3,group3_1,group3_2,group3_3
ENSMUSG00000028100,7.61832765408538,7.64630144879928,7.67952551339855,7.33757337318445,7.30275539287037,7.30764830238269,7.48936082223049,7.42994626354574,7.4182936841944
ENSMUSG00000026177,3.87945483322849,3.76989661757483,3.98048161156624,1.4174229631518,1.92616813829408,1.57973835812295,1.8823428589953,1.48779253794894,1.77336614570528
ENSMUSG00000040046,6.05172341643623,7.40813817740217,7.06448324194391,6.31144043609176,5.77439522922949,6.82366458163293,5.54827797144296,5.50135292301749,5.98176074673041
ENSMUSG00000008028,1.2633150985776,0.709560909642253,0.830835187612503,-0.185633053531626,-1.28145893231793,-0.634666306554371,-1.51378635606863,-2.19704985367056,-1.09597935568848
ENSMUSG00000035126,5.35312749492311,5.57804020083994,5.45277813289048,5.28804467417061,5.37302520351684,5.23153344087592,4.93132987438138,5.07215696685394,5.22107848820749
ENSMUSG00000036151,9.73011631718237,9.52306655425593,9.59552431032916,9.90119280982128,9.78285122055136,9.86541088946822,9.56931212970369,9.5349674048548,9.37056239847989
ENSMUSG00000071724,8.72890652595732,8.8787904408059,8.88080537514065,8.55814683577069,8.7487449301411,8.88486989910981,9.67107007582143,9.75994729195952,9.6836191357124
ENSMUSG00000030432,5.65184768789957,5.51559821202103,5.50293671299825,5.69894161831032,5.82300118087997,5.71242324585594,5.42148367745714,5.46011451611662,5.67960299975806
ENSMUSG00000039725,5.24013146531653,5.03991893390258,5.16339255994217,5.12201953712894,5.06236503186529,5.2200733208915,4.85354607149211,4.87817203228949,4.55781520955801
ENSMUSG00000022204,5.11890271107427,4.99637912972808,5.33392296333572,4.92337211445837,4.9638947301507,4.89766595460241,4.76071365105405,4.52311185272361,4.85638783582564
ENSMUSG00000045912,-0.559069919887325,-0.605376751895142,-0.907691860912792,-0.784316180884841,-1.28145893231793,-1.16515892781681,-2.44721891841088,-3.57830319347518,-1.20721304380224
ENSMUSG00000082051,0.953768092800818,0.980061863791952,0.902931734965044,1.82122284466805,1.60580857826785,1.56370836799546,1.65667305311038,1.52194387426529,1.51756940455911
ENSMUSG00000027004,4.94372721649304,4.70517462571135,4.80728837806016,5.07592751286143,4.98802812962433,4.97242559522895,4.90586508524758,4.92358984814899,4.91067704423704
ENSMUSG00000031565,6.10404939785702,6.01192605288052,6.03588987588168,5.89268081745743,5.98914760751339,6.03879740175813,5.99649230333936,5.97804401079738,6.168800384504
ENSMUSG00000063171,6.05028252199478,5.84928570642636,5.88162433151258,5.75851715809531,5.89017244975405,5.83017058903785,5.75404351097182,5.64676216934521,5.71626380071301
ENSMUSG00000050592,1.35953112428629,0.929867681175922,0.590025504851131,2.08087030206099,2.04596008047187,1.95640695603318,1.61012827738164,2.39416918517975,2.67895267775169
ENSMUSG00000024072,4.74251999650202,4.9212943417534,4.87308235942968,4.74741969111254,4.78605825562652,4.75672154954504,4.47711198745714,4.38149084681455,4.39358729643923
ENSMUSG00000029833,7.36433258824818,7.54885440791696,7.55242994067842,7.0485269697673,7.22492829557643,7.04440337509332,6.77331567042654,6.67193615524951,6.75225932185238
ENSMUSG00000030008,1.59910813348312,0.955183055699929,0.993776830196456,2.29109051301941,2.28873104922752,2.28445947558143,2.50808832847622,2.34732197774471,2.13438451966105
ENSMUSG00000053063,-0.962438177244204,-1.80424080146146,-2.3303851897267,-0.95942024664629,-1.67729350375281,-1.67208868122481,-0.479531404815761,-1.80962397604886,-1.3277448852524
