"adj.P.Val_LWT_MCD.LWT_CTRL";"adj.P.Val_LKO_MCD.LKO_CTRL";"adj.P.Val_LKO_MCD.LWT_MCD";"adj.P.Val_LKO_CTRL.LWT_CTRL";"adj.P.Val_.LWT_MCD.LWT_CTRL...LKO_MCD.LKO_CTRL."
"25398";"27848";"";"";""
"25399";"27851";"";"";""
"25400";"27855";"";"";""
"25401";"27856";"";"";""
"25404";"27859";"";"";""
"25406";"27863";"";"";""
"25408";"27865";"";"";""
"25409";"27867";"";"";""
"25410";"27871";"";"";""
"25414";"27872";"";"";""
"25419";"27876";"";"";""
"25420";"27877";"";"";""
"25421";"27878";"";"";""
"25425";"27886";"";"";""
"25431";"27887";"";"";""
"25433";"27898";"";"";""
"25434";"27899";"";"";""
"25435";"27903";"";"";""
"25437";"27905";"";"";""
"25442";"27909";"";"";""
"25444";"27910";"";"";""
"25445";"27915";"";"";""
"25446";"27919";"";"";""
"25450";"27922";"";"";""
"25455";"27924";"";"";""
"25457";"27925";"";"";""
"25458";"27928";"";"";""
"25460";"27930";"";"";""
"25461";"27931";"";"";""
"25463";"27934";"";"";""
"25464";"27936";"";"";""
"25467";"27937";"";"";""
"25470";"27938";"";"";""
"25471";"27940";"";"";""
"25472";"27941";"";"";""
"25473";"27943";"";"";""
"25474";"27944";"";"";""
"25475";"27945";"";"";""
"25476";"27946";"";"";""
"25477";"27947";"";"";""
"25481";"27949";"";"";""
"25486";"27951";"";"";""
"25487";"27953";"";"";""
"25490";"27958";"";"";""
"25491";"27961";"";"";""
"25493";"27962";"";"";""
"25494";"27965";"";"";""
"25495";"27966";"";"";""
"25498";"27967";"";"";""
"25499";"27968";"";"";""
"25500";"27970";"";"";""
"25504";"27971";"";"";""
"25506";"27972";"";"";""
"25508";"27975";"";"";""
"25510";"27976";"";"";""
"25511";"27977";"";"";""
"25512";"27980";"";"";""
"25515";"27983";"";"";""
"25516";"27987";"";"";""
"25519";"27989";"";"";""
"25520";"27990";"";"";""
"25522";"27991";"";"";""
"25524";"27992";"";"";""
"25527";"27994";"";"";""
"25528";"27997";"";"";""
"25530";"28001";"";"";""
"25532";"28004";"";"";""
"25533";"28005";"";"";""
"25534";"28008";"";"";""
"25535";"28009";"";"";""
"25537";"28012";"";"";""
"25540";"28013";"";"";""
"25542";"28019";"";"";""
"25543";"28021";"";"";""
"25544";"28022";"";"";""
"25547";"28025";"";"";""
"25551";"28028";"";"";""
"25555";"28030";"";"";""
"25557";"28034";"";"";""
"25559";"28035";"";"";""
"25560";"28037";"";"";""
"25563";"28038";"";"";""
"25567";"28040";"";"";""
"25568";"28041";"";"";""
"25573";"28042";"";"";""
"25574";"28046";"";"";""
"25577";"28048";"";"";""
"25578";"28049";"";"";""
"25582";"28050";"";"";""
"25583";"28052";"";"";""
"25585";"28053";"";"";""
"25587";"28056";"";"";""
"25588";"28058";"";"";""
"25589";"28059";"";"";""
"25590";"28062";"";"";""
"25591";"28064";"";"";""
"25592";"28065";"";"";""
"25593";"28066";"";"";""
"25594";"28068";"";"";""
"25595";"28074";"";"";""
"25598";"28079";"";"";""
"25599";"28084";"";"";""
"25603";"28086";"";"";""
"25604";"28089";"";"";""
"25605";"28092";"";"";""
"25608";"28097";"";"";""
"25609";"28100";"";"";""
"25610";"28102";"";"";""
"25611";"28113";"";"";""
"25618";"28116";"";"";""
"25622";"28117";"";"";""
"25623";"28120";"";"";""
"25625";"28121";"";"";""
"25626";"28122";"";"";""
"25627";"28124";"";"";""
"25628";"28126";"";"";""
"25630";"28128";"";"";""
"25634";"28129";"";"";""
"25640";"28132";"";"";""
"25641";"28134";"";"";""
"25642";"28138";"";"";""
"25643";"28139";"";"";""
"25645";"28140";"";"";""
"25649";"28141";"";"";""
"25651";"28143";"";"";""
"25652";"28146";"";"";""
"25653";"28147";"";"";""
"25655";"28150";"";"";""
"25656";"28152";"";"";""
"25659";"28153";"";"";""
"25662";"28158";"";"";""
"25664";"28159";"";"";""
"25665";"28161";"";"";""
"25666";"28166";"";"";""
"25669";"28168";"";"";""
"25670";"28169";"";"";""
"25671";"28171";"";"";""
"25672";"28177";"";"";""
"25673";"28180";"";"";""
"25675";"28183";"";"";""
"25677";"28184";"";"";""
"25678";"28187";"";"";""
"25681";"28188";"";"";""
"25683";"28189";"";"";""
"25686";"28190";"";"";""
"25687";"28193";"";"";""
"25688";"28196";"";"";""
"25689";"28199";"";"";""
"25693";"28203";"";"";""
"25698";"28204";"";"";""
"25699";"28205";"";"";""
"25703";"28213";"";"";""
"25705";"28214";"";"";""
"25706";"28216";"";"";""
"25708";"28220";"";"";""
"25709";"28223";"";"";""
"25710";"28224";"";"";""
"25711";"28230";"";"";""
"25713";"28232";"";"";""
"25715";"28233";"";"";""
"25716";"28234";"";"";""
"25717";"28235";"";"";""
"25719";"28238";"";"";""
"25721";"28240";"";"";""
"25722";"28242";"";"";""
"25724";"28245";"";"";""
"25725";"28248";"";"";""
"25726";"28249";"";"";""
"25729";"28252";"";"";""
"25730";"28254";"";"";""
"25731";"28258";"";"";""
"25732";"28260";"";"";""
"25734";"28261";"";"";""
"25736";"28262";"";"";""
"25737";"28267";"";"";""
"25738";"28268";"";"";""
"25741";"28270";"";"";""
"25742";"28271";"";"";""
"25744";"28275";"";"";""
"25745";"28276";"";"";""
"25746";"28278";"";"";""
"25751";"28279";"";"";""
"25757";"28281";"";"";""
"25758";"28282";"";"";""
"25760";"28285";"";"";""
"25762";"28286";"";"";""
"25764";"28292";"";"";""
"25765";"28295";"";"";""
"25767";"28296";"";"";""
"25769";"28300";"";"";""
"25770";"28302";"";"";""
"25771";"28303";"";"";""
"25773";"28304";"";"";""
"25775";"28305";"";"";""
"25777";"28306";"";"";""
"25784";"28307";"";"";""
"25785";"28310";"";"";""
"25786";"28314";"";"";""
"25787";"28316";"";"";""
"25788";"28317";"";"";""
"25789";"28318";"";"";""
"25792";"28320";"";"";""
"25793";"28322";"";"";""
"25794";"28325";"";"";""
"25795";"28326";"";"";""
"25796";"28328";"";"";""
"25798";"28330";"";"";""
"25799";"28331";"";"";""
"25800";"28335";"";"";""
"25801";"28337";"";"";""
"25804";"28338";"";"";""
"25808";"28343";"";"";""
"25811";"28344";"";"";""
"25813";"28345";"";"";""
"25815";"28346";"";"";""
"25818";"28348";"";"";""
"25820";"28349";"";"";""
"25821";"28353";"";"";""
"25822";"28355";"";"";""
"25824";"28357";"";"";""
"25827";"28358";"";"";""
"25828";"28365";"";"";""
"25832";"28367";"";"";""
"25835";"28368";"";"";""
"25837";"28369";"";"";""
"25838";"28372";"";"";""
"25839";"28373";"";"";""
"25841";"28376";"";"";""
"25842";"28380";"";"";""
"25843";"28381";"";"";""
"25844";"28383";"";"";""
"25852";"28384";"";"";""
"25853";"28385";"";"";""
"25855";"28390";"";"";""
"25857";"28391";"";"";""
"25860";"28393";"";"";""
"25861";"28395";"";"";""
"25865";"28396";"";"";""
"25866";"28399";"";"";""
"25867";"28405";"";"";""
"25870";"28409";"";"";""
"25873";"28411";"";"";""
"25874";"28412";"";"";""
"25876";"28415";"";"";""
"25879";"28416";"";"";""
"25880";"28422";"";"";""
"25885";"28424";"";"";""
"25886";"28427";"";"";""
"25887";"28429";"";"";""
"25888";"28432";"";"";""
"25889";"28433";"";"";""
"25891";"28435";"";"";""
"25892";"28439";"";"";""
"25894";"28443";"";"";""
"25896";"28446";"";"";""
"25899";"28448";"";"";""
"25900";"28449";"";"";""
"25902";"28450";"";"";""
"25903";"28451";"";"";""
"25904";"28452";"";"";""
"25908";"28454";"";"";""
"25909";"28455";"";"";""
"25910";"28461";"";"";""
"25911";"28463";"";"";""
"25915";"28467";"";"";""
"25916";"28468";"";"";""
"25919";"28469";"";"";""
"25920";"28470";"";"";""
"25923";"28471";"";"";""
"25926";"28474";"";"";""
"25927";"28476";"";"";""
"25928";"28477";"";"";""
"25930";"28481";"";"";""
"25931";"28482";"";"";""
"25933";"28483";"";"";""
"25934";"28484";"";"";""
"25937";"28485";"";"";""
"25939";"28486";"";"";""
"25941";"28487";"";"";""
"25942";"28496";"";"";""
"25947";"28498";"";"";""
"25948";"28502";"";"";""
"25954";"28503";"";"";""
"25956";"28504";"";"";""
"25957";"28505";"";"";""
"25960";"28508";"";"";""
"25963";"28514";"";"";""
"25968";"28515";"";"";""
"25970";"28517";"";"";""
"25971";"28522";"";"";""
"25973";"28523";"";"";""
"25974";"28524";"";"";""
"25975";"28525";"";"";""
"25977";"28527";"";"";""
"25978";"28528";"";"";""
"25980";"28529";"";"";""
"25981";"28531";"";"";""
"25987";"28534";"";"";""
"25988";"28541";"";"";""
"25989";"28544";"";"";""
"25993";"28546";"";"";""
"25994";"28547";"";"";""
"25996";"28548";"";"";""
"25997";"28552";"";"";""
"25998";"28553";"";"";""
"26000";"28555";"";"";""
"26003";"28557";"";"";""
"26004";"28558";"";"";""
"26005";"28560";"";"";""
"26006";"28561";"";"";""
"26007";"28563";"";"";""
"26008";"28573";"";"";""
"26011";"28576";"";"";""
"26012";"28577";"";"";""
"26014";"28579";"";"";""
"26016";"28581";"";"";""
"26017";"28582";"";"";""
"26018";"28584";"";"";""
"26021";"28585";"";"";""
"26022";"28586";"";"";""
"26023";"28588";"";"";""
"26024";"28590";"";"";""
"26027";"28594";"";"";""
"26028";"28601";"";"";""
"26032";"28602";"";"";""
"26035";"28603";"";"";""
"26036";"28606";"";"";""
"26037";"28609";"";"";""
"26038";"28611";"";"";""
"26041";"28614";"";"";""
"26042";"28616";"";"";""
"26044";"28618";"";"";""
"26047";"28619";"";"";""
"26048";"28626";"";"";""
"26050";"28627";"";"";""
"26051";"28628";"";"";""
"26052";"28635";"";"";""
"26055";"28636";"";"";""
"26056";"28637";"";"";""
"26061";"28639";"";"";""
"26062";"28641";"";"";""
"26066";"28642";"";"";""
"26067";"28643";"";"";""
"26068";"28646";"";"";""
"26071";"28648";"";"";""
"26074";"28650";"";"";""
"26075";"28651";"";"";""
"26076";"28652";"";"";""
"26077";"28653";"";"";""
"26078";"28656";"";"";""
"26080";"28658";"";"";""
"26081";"28659";"";"";""
"26082";"28663";"";"";""
"26084";"28666";"";"";""
"26085";"28668";"";"";""
"26086";"28669";"";"";""
"26087";"28670";"";"";""
"26089";"28672";"";"";""
"26090";"28674";"";"";""
"26093";"28675";"";"";""
"26094";"28677";"";"";""
"26095";"28678";"";"";""
"26096";"28681";"";"";""
"26099";"28682";"";"";""
"26100";"28683";"";"";""
"26106";"28684";"";"";""
"26109";"28688";"";"";""
"26110";"28692";"";"";""
"26111";"28693";"";"";""
"26113";"28694";"";"";""
"26114";"28695";"";"";""
"26115";"28696";"";"";""
"26117";"28700";"";"";""
"26121";"28701";"";"";""
"26122";"28702";"";"";""
"26124";"28704";"";"";""
"26125";"28705";"";"";""
"26127";"28706";"";"";""
"26128";"28707";"";"";""
"26129";"28708";"";"";""
"26130";"28710";"";"";""
"26131";"28711";"";"";""
"26133";"28712";"";"";""
"26140";"28713";"";"";""
"26143";"28714";"";"";""
"26144";"28716";"";"";""
"26145";"28717";"";"";""
"26146";"28718";"";"";""
"26147";"28720";"";"";""
"26148";"28725";"";"";""
"26149";"28730";"";"";""
"26150";"28732";"";"";""
"26152";"28733";"";"";""
"26153";"28734";"";"";""
"26154";"28735";"";"";""
"26155";"28736";"";"";""
"26156";"28737";"";"";""
"26157";"28739";"";"";""
"26160";"28740";"";"";""
"26162";"28741";"";"";""
"26168";"28743";"";"";""
"26172";"28744";"";"";""
"26175";"28745";"";"";""
"26176";"28748";"";"";""
"26177";"28752";"";"";""
"26178";"28767";"";"";""
"26183";"28768";"";"";""
"26184";"28772";"";"";""
"26185";"28774";"";"";""
"26186";"28775";"";"";""
"26190";"28776";"";"";""
"26191";"28777";"";"";""
"26193";"28778";"";"";""
"26194";"28779";"";"";""
"26197";"28781";"";"";""
"26198";"28783";"";"";""
"26201";"28791";"";"";""
"26202";"28793";"";"";""
"26203";"28794";"";"";""
"26204";"28798";"";"";""
"26206";"28800";"";"";""
"26207";"28801";"";"";""
"26211";"28802";"";"";""
"26212";"28804";"";"";""
"26213";"28808";"";"";""
"26215";"28809";"";"";""
"26216";"28810";"";"";""
"26218";"28812";"";"";""
"26219";"28813";"";"";""
"26220";"28817";"";"";""
"26221";"28820";"";"";""
"26225";"28821";"";"";""
"26226";"28822";"";"";""
"26227";"28823";"";"";""
"26228";"28825";"";"";""
"26230";"28827";"";"";""
"26231";"28831";"";"";""
"26232";"28835";"";"";""
"26233";"28837";"";"";""
"26237";"28838";"";"";""
"26238";"28840";"";"";""
"26239";"28841";"";"";""
"26243";"28842";"";"";""
"26246";"28844";"";"";""
"26249";"28847";"";"";""
"26250";"28848";"";"";""
"26252";"28854";"";"";""
"26253";"28855";"";"";""
"26255";"28856";"";"";""
"26256";"28857";"";"";""
"26259";"28858";"";"";""
"26260";"28862";"";"";""
"26267";"28863";"";"";""
"26268";"28865";"";"";""
"26269";"28867";"";"";""
"26273";"28868";"";"";""
"26274";"28870";"";"";""
"26275";"28872";"";"";""
"26278";"28882";"";"";""
"26279";"28885";"";"";""
"26280";"28888";"";"";""
"26282";"28891";"";"";""
"26285";"28896";"";"";""
"26286";"28897";"";"";""
"26287";"28903";"";"";""
"26290";"28909";"";"";""
"26294";"28910";"";"";""
"26296";"28911";"";"";""
"26297";"28916";"";"";""
"26299";"28921";"";"";""
"26300";"28925";"";"";""
"26303";"28934";"";"";""
"26304";"28935";"";"";""
"26307";"28937";"";"";""
"26311";"28938";"";"";""
"26313";"28940";"";"";""
"26315";"28949";"";"";""
"26316";"28954";"";"";""
"26319";"28955";"";"";""
"26320";"28956";"";"";""
"26321";"28957";"";"";""
"26322";"28959";"";"";""
"26323";"28960";"";"";""
"26324";"28966";"";"";""
"26325";"28967";"";"";""
"26326";"28970";"";"";""
"26327";"28971";"";"";""
"26328";"28972";"";"";""
"26333";"28973";"";"";""
"26334";"28974";"";"";""
"26336";"28976";"";"";""
"26338";"28977";"";"";""
"26340";"28981";"";"";""
"26343";"28982";"";"";""
"26344";"28987";"";"";""
"26346";"28992";"";"";""
"26349";"28993";"";"";""
"26352";"28996";"";"";""
"26355";"29000";"";"";""
"26357";"29002";"";"";""
"26360";"29004";"";"";""
"26362";"29006";"";"";""
"26363";"29008";"";"";""
"26365";"29018";"";"";""
"26366";"29019";"";"";""
"26369";"29020";"";"";""
"26373";"29023";"";"";""
"26376";"29026";"";"";""
"26378";"29027";"";"";""
"26380";"29028";"";"";""
"26382";"29029";"";"";""
"26385";"29030";"";"";""
"26387";"29031";"";"";""
"26388";"29033";"";"";""
"26390";"29041";"";"";""
"26392";"29043";"";"";""
"26395";"29045";"";"";""
"26396";"29047";"";"";""
"26398";"29050";"";"";""
"26399";"29053";"";"";""
"26400";"29057";"";"";""
"26401";"29060";"";"";""
"26402";"29062";"";"";""
"26404";"29067";"";"";""
"26405";"29068";"";"";""
"26407";"29069";"";"";""
"26408";"29070";"";"";""
"26410";"29071";"";"";""
"26412";"29073";"";"";""
"26414";"29074";"";"";""
"26417";"29078";"";"";""
"26418";"29080";"";"";""
"26419";"29082";"";"";""
"26420";"29083";"";"";""
"26421";"29084";"";"";""
"26422";"29085";"";"";""
"26423";"29087";"";"";""
"26424";"29090";"";"";""
"26428";"29097";"";"";""
"26429";"29099";"";"";""
"26430";"29100";"";"";""
"26432";"29102";"";"";""
"26437";"29108";"";"";""
"26438";"29112";"";"";""
"26441";"29113";"";"";""
"26442";"29115";"";"";""
"26443";"29116";"";"";""
"26445";"29118";"";"";""
"26447";"29119";"";"";""
"26449";"29121";"";"";""
"26450";"29122";"";"";""
"26451";"29123";"";"";""
"26452";"29126";"";"";""
"26453";"29127";"";"";""
"26454";"29128";"";"";""
"26455";"29131";"";"";""
"26456";"29132";"";"";""
"26458";"29133";"";"";""
"26461";"29135";"";"";""
"26463";"29136";"";"";""
"26464";"29139";"";"";""
"26468";"29144";"";"";""
"26477";"29145";"";"";""
"26479";"29148";"";"";""
"26483";"29149";"";"";""
"26485";"29150";"";"";""
"26487";"29151";"";"";""
"26489";"29152";"";"";""
"26490";"29153";"";"";""
"26491";"29155";"";"";""
"26492";"29156";"";"";""
"26493";"29157";"";"";""
"26498";"29159";"";"";""
"26502";"29163";"";"";""
"26503";"29164";"";"";""
"26508";"29166";"";"";""
"26510";"29169";"";"";""
"26511";"29174";"";"";""
"26514";"29175";"";"";""
"26516";"29176";"";"";""
"26518";"29181";"";"";""
"26519";"29184";"";"";""
"26521";"29185";"";"";""
"26522";"29187";"";"";""
"26523";"29189";"";"";""
"26524";"29190";"";"";""
"26528";"29191";"";"";""
"26529";"29194";"";"";""
"26531";"29199";"";"";""
"26532";"29200";"";"";""
"26534";"29201";"";"";""
"26537";"29202";"";"";""
"26539";"29206";"";"";""
"26541";"29207";"";"";""
"26545";"29209";"";"";""
"26546";"29211";"";"";""
"26552";"29212";"";"";""
"26556";"29213";"";"";""
"26557";"29215";"";"";""
"26558";"29219";"";"";""
"26562";"29221";"";"";""
"26567";"29222";"";"";""
"26569";"29225";"";"";""
"26572";"29226";"";"";""
"26575";"29229";"";"";""
"26577";"29230";"";"";""
"26578";"29242";"";"";""
"26580";"29243";"";"";""
"26581";"29245";"";"";""
"26584";"29247";"";"";""
"26586";"29248";"";"";""
"26588";"29250";"";"";""
"26590";"29251";"";"";""
"26591";"29254";"";"";""
"26592";"29255";"";"";""
"26595";"29256";"";"";""
"26597";"29258";"";"";""
"26598";"29263";"";"";""
"26601";"29266";"";"";""
"26604";"29267";"";"";""
"26606";"29272";"";"";""
"26607";"29276";"";"";""
"26608";"29277";"";"";""
"26611";"29283";"";"";""
"26613";"29286";"";"";""
"26614";"29287";"";"";""
"26616";"29289";"";"";""
"26618";"29291";"";"";""
"26620";"29296";"";"";""
"26624";"29297";"";"";""
"26628";"29308";"";"";""
"26629";"29309";"";"";""
"26630";"29312";"";"";""
"26631";"29313";"";"";""
"26634";"29314";"";"";""
"26635";"29315";"";"";""
"26643";"29317";"";"";""
"26645";"29318";"";"";""
"26648";"29322";"";"";""
"26650";"29323";"";"";""
"26652";"29325";"";"";""
"26653";"29326";"";"";""
"26655";"29327";"";"";""
"26661";"29329";"";"";""
"26662";"29333";"";"";""
"26663";"29334";"";"";""
"26664";"29338";"";"";""
"26665";"29343";"";"";""
"26667";"29344";"";"";""
"26668";"29345";"";"";""
"26670";"29346";"";"";""
"26671";"29351";"";"";""
"26672";"29352";"";"";""
"26673";"29355";"";"";""
"26678";"29362";"";"";""
"26679";"29363";"";"";""
"26681";"29368";"";"";""
"26682";"29370";"";"";""
"26683";"29371";"";"";""
"26684";"29374";"";"";""
"26686";"29383";"";"";""
"26688";"29385";"";"";""
"26692";"29389";"";"";""
"26695";"29390";"";"";""
"26699";"29394";"";"";""
"26700";"29398";"";"";""
"26701";"29399";"";"";""
"26704";"29403";"";"";""
"26706";"29404";"";"";""
"26707";"29407";"";"";""
"26709";"29409";"";"";""
"26710";"29413";"";"";""
"26711";"29417";"";"";""
"26712";"29422";"";"";""
"26713";"29423";"";"";""
"26714";"29424";"";"";""
"26715";"29426";"";"";""
"26717";"29427";"";"";""
"26720";"29430";"";"";""
"26721";"29432";"";"";""
"26722";"29433";"";"";""
"26723";"29434";"";"";""
"26725";"29439";"";"";""
"26726";"29440";"";"";""
"26729";"29443";"";"";""
"26730";"29444";"";"";""
"26733";"29446";"";"";""
"26735";"29448";"";"";""
"26738";"29449";"";"";""
"26739";"29450";"";"";""
"26740";"29453";"";"";""
"26741";"29454";"";"";""
"26742";"29456";"";"";""
"26743";"29457";"";"";""
"26745";"29462";"";"";""
"26749";"29467";"";"";""
"26750";"29470";"";"";""
"26751";"29476";"";"";""
"26753";"29478";"";"";""
"26755";"29480";"";"";""
"26757";"29481";"";"";""
"26760";"29482";"";"";""
"26763";"29483";"";"";""
"26766";"29484";"";"";""
"26767";"29485";"";"";""
"26768";"29486";"";"";""
"26771";"29487";"";"";""
"26773";"29490";"";"";""
"26774";"29492";"";"";""
"26776";"29493";"";"";""
"26778";"29496";"";"";""
"26779";"29497";"";"";""
"26780";"29499";"";"";""
"26782";"29500";"";"";""
"26784";"29503";"";"";""
"26787";"29505";"";"";""
"26788";"29506";"";"";""
"26790";"29511";"";"";""
"26791";"29512";"";"";""
"26795";"29515";"";"";""
"26798";"29516";"";"";""
"26799";"29518";"";"";""
"26802";"29521";"";"";""
"26803";"29522";"";"";""
"26805";"29524";"";"";""
"26806";"29525";"";"";""
"26807";"29529";"";"";""
"26809";"29530";"";"";""
"26811";"29534";"";"";""
"26812";"29535";"";"";""
"26813";"29538";"";"";""
"26814";"29539";"";"";""
"26818";"29541";"";"";""
"26822";"29542";"";"";""
"26824";"29545";"";"";""
"26826";"29555";"";"";""
"26827";"29557";"";"";""
"26828";"29560";"";"";""
"26829";"29561";"";"";""
"26831";"29563";"";"";""
"26834";"29565";"";"";""
"26835";"29566";"";"";""
"26836";"29569";"";"";""
"26838";"29571";"";"";""
"26839";"29572";"";"";""
"26842";"29573";"";"";""
"26843";"29575";"";"";""
"26845";"29578";"";"";""
"26846";"29581";"";"";""
"26847";"29584";"";"";""
"26849";"29585";"";"";""
"26850";"29586";"";"";""
"26852";"29587";"";"";""
"26854";"29592";"";"";""
"26861";"29600";"";"";""
"26865";"29604";"";"";""
"26866";"29608";"";"";""
"26867";"29613";"";"";""
"26872";"29619";"";"";""
"26874";"29623";"";"";""
"26875";"29630";"";"";""
"26880";"29631";"";"";""
"26883";"29632";"";"";""
"26884";"29636";"";"";""
"26885";"29637";"";"";""
"26886";"29640";"";"";""
"26887";"29641";"";"";""
"26888";"29643";"";"";""
"26889";"29644";"";"";""
"26890";"29646";"";"";""
"26891";"29649";"";"";""
"26894";"29653";"";"";""
"26895";"29654";"";"";""
"26896";"29655";"";"";""
"26897";"29657";"";"";""
"26899";"29658";"";"";""
"26900";"29660";"";"";""
"26901";"29661";"";"";""
"26902";"29662";"";"";""
"26905";"29665";"";"";""
"26906";"29668";"";"";""
"26907";"29676";"";"";""
"26908";"29678";"";"";""
"26910";"29679";"";"";""
"26913";"29682";"";"";""
"26915";"29686";"";"";""
"26916";"29689";"";"";""
"26918";"29690";"";"";""
"26919";"29691";"";"";""
"26922";"29692";"";"";""
"26924";"29694";"";"";""
"26926";"29697";"";"";""
"26930";"29698";"";"";""
"26933";"29699";"";"";""
"26937";"29700";"";"";""
"26938";"29701";"";"";""
"26939";"29704";"";"";""
"26940";"29707";"";"";""
"26941";"29712";"";"";""
"26943";"29715";"";"";""
"26944";"29719";"";"";""
"26946";"29721";"";"";""
"26947";"29722";"";"";""
"26953";"29723";"";"";""
"26954";"29726";"";"";""
"26956";"29728";"";"";""
"26957";"29729";"";"";""
"26962";"29736";"";"";""
"26963";"29737";"";"";""
"26964";"29738";"";"";""
"26966";"29739";"";"";""
