"adj.P.Val_LWT_MCD.LWT_CTRL";"adj.P.Val_LKO_MCD.LKO_CTRL";"adj.P.Val_LKO_MCD.LWT_MCD";"adj.P.Val_LKO_CTRL.LWT_CTRL";"adj.P.Val_.LWT_MCD.LWT_CTRL...LKO_MCD.LKO_CTRL."
"17027";"18585";"";"";""
"17029";"18586";"";"";""
"17030";"18587";"";"";""
"17031";"18588";"";"";""
"17032";"18589";"";"";""
"17035";"18592";"";"";""
"17036";"18595";"";"";""
"17038";"18598";"";"";""
"17039";"18599";"";"";""
"17040";"18600";"";"";""
"17041";"18601";"";"";""
"17044";"18602";"";"";""
"17048";"18603";"";"";""
"17049";"18605";"";"";""
"17051";"18610";"";"";""
"17054";"18611";"";"";""
"17056";"18613";"";"";""
"17059";"18616";"";"";""
"17061";"18617";"";"";""
"17062";"18619";"";"";""
"17063";"18620";"";"";""
"17067";"18621";"";"";""
"17068";"18623";"";"";""
"17071";"18624";"";"";""
"17074";"18625";"";"";""
"17075";"18626";"";"";""
"17076";"18627";"";"";""
"17079";"18628";"";"";""
"17080";"18634";"";"";""
"17081";"18635";"";"";""
"17084";"18638";"";"";""
"17086";"18639";"";"";""
"17087";"18640";"";"";""
"17088";"18641";"";"";""
"17091";"18645";"";"";""
"17097";"18647";"";"";""
"17100";"18650";"";"";""
"17103";"18654";"";"";""
"17105";"18658";"";"";""
"17106";"18659";"";"";""
"17107";"18663";"";"";""
"17110";"18664";"";"";""
"17111";"18667";"";"";""
"17116";"18668";"";"";""
"17117";"18671";"";"";""
"17119";"18678";"";"";""
"17120";"18686";"";"";""
"17122";"18687";"";"";""
"17123";"18690";"";"";""
"17124";"18693";"";"";""
"17125";"18696";"";"";""
"17127";"18698";"";"";""
"17128";"18699";"";"";""
"17133";"18703";"";"";""
"17134";"18704";"";"";""
"17137";"18705";"";"";""
"17138";"18708";"";"";""
"17141";"18715";"";"";""
"17142";"18719";"";"";""
"17143";"18725";"";"";""
"17144";"18727";"";"";""
"17146";"18728";"";"";""
"17148";"18729";"";"";""
"17150";"18733";"";"";""
"17151";"18734";"";"";""
"17154";"18735";"";"";""
"17156";"18738";"";"";""
"17157";"18739";"";"";""
"17158";"18740";"";"";""
"17160";"18742";"";"";""
"17162";"18745";"";"";""
"17163";"18746";"";"";""
"17164";"18748";"";"";""
"17165";"18749";"";"";""
"17166";"18752";"";"";""
"17170";"18754";"";"";""
"17171";"18755";"";"";""
"17172";"18757";"";"";""
"17173";"18758";"";"";""
"17176";"18759";"";"";""
"17177";"18761";"";"";""
"17178";"18763";"";"";""
"17182";"18773";"";"";""
"17186";"18774";"";"";""
"17190";"18775";"";"";""
"17193";"18776";"";"";""
"17197";"18777";"";"";""
"17198";"18780";"";"";""
"17199";"18781";"";"";""
"17200";"18785";"";"";""
"17204";"18786";"";"";""
"17205";"18788";"";"";""
"17206";"18791";"";"";""
"17207";"18795";"";"";""
"17209";"18796";"";"";""
"17210";"18797";"";"";""
"17211";"18798";"";"";""
"17218";"18800";"";"";""
"17220";"18801";"";"";""
"17223";"18802";"";"";""
"17225";"18803";"";"";""
"17226";"18804";"";"";""
"17227";"18807";"";"";""
"17231";"18810";"";"";""
"17234";"18813";"";"";""
"17235";"18815";"";"";""
"17237";"18817";"";"";""
"17238";"18818";"";"";""
"17240";"18819";"";"";""
"17241";"18824";"";"";""
"17244";"18829";"";"";""
"17245";"18831";"";"";""
"17247";"18833";"";"";""
"17248";"18834";"";"";""
"17251";"18836";"";"";""
"17252";"18838";"";"";""
"17255";"18840";"";"";""
"17258";"18841";"";"";""
"17260";"18844";"";"";""
"17263";"18845";"";"";""
"17265";"18847";"";"";""
"17269";"18849";"";"";""
"17270";"18850";"";"";""
"17272";"18851";"";"";""
"17273";"18852";"";"";""
"17274";"18853";"";"";""
"17276";"18854";"";"";""
"17277";"18856";"";"";""
"17278";"18857";"";"";""
"17279";"18858";"";"";""
"17280";"18859";"";"";""
"17281";"18860";"";"";""
"17286";"18862";"";"";""
"17288";"18864";"";"";""
"17291";"18868";"";"";""
"17293";"18869";"";"";""
"17295";"18872";"";"";""
"17296";"18873";"";"";""
"17297";"18879";"";"";""
"17298";"18880";"";"";""
"17299";"18881";"";"";""
"17300";"18886";"";"";""
"17303";"18888";"";"";""
"17304";"18889";"";"";""
"17305";"18890";"";"";""
"17306";"18891";"";"";""
"17307";"18892";"";"";""
"17308";"18895";"";"";""
"17309";"18898";"";"";""
"17310";"18900";"";"";""
"17311";"18901";"";"";""
"17315";"18902";"";"";""
"17318";"18903";"";"";""
"17319";"18905";"";"";""
"17320";"18907";"";"";""
"17321";"18908";"";"";""
"17324";"18915";"";"";""
"17325";"18921";"";"";""
"17328";"18922";"";"";""
"17330";"18927";"";"";""
"17331";"18928";"";"";""
"17332";"18931";"";"";""
"17333";"18934";"";"";""
"17335";"18935";"";"";""
"17336";"18936";"";"";""
"17338";"18940";"";"";""
"17340";"18943";"";"";""
"17341";"18945";"";"";""
"17346";"18946";"";"";""
"17347";"18948";"";"";""
"17348";"18949";"";"";""
"17350";"18950";"";"";""
"17352";"18951";"";"";""
"17353";"18957";"";"";""
"17364";"18964";"";"";""
"17366";"18966";"";"";""
"17367";"18971";"";"";""
"17368";"18972";"";"";""
"17370";"18977";"";"";""
"17373";"18978";"";"";""
"17375";"18980";"";"";""
"17377";"18981";"";"";""
"17378";"18983";"";"";""
"17383";"18985";"";"";""
"17384";"18986";"";"";""
"17387";"18987";"";"";""
"17388";"18988";"";"";""
"17390";"18989";"";"";""
"17393";"18991";"";"";""
"17394";"18994";"";"";""
"17395";"19000";"";"";""
"17397";"19001";"";"";""
"17398";"19002";"";"";""
"17399";"19003";"";"";""
"17402";"19006";"";"";""
"17406";"19007";"";"";""
"17411";"19010";"";"";""
"17417";"19012";"";"";""
"17428";"19013";"";"";""
"17429";"19015";"";"";""
"17430";"19016";"";"";""
"17433";"19020";"";"";""
"17438";"19021";"";"";""
"17442";"19023";"";"";""
"17443";"19024";"";"";""
"17447";"19029";"";"";""
"17448";"19030";"";"";""
"17452";"19031";"";"";""
"17453";"19033";"";"";""
"17455";"19034";"";"";""
"17459";"19039";"";"";""
"17460";"19042";"";"";""
"17463";"19049";"";"";""
"17465";"19050";"";"";""
"17466";"19051";"";"";""
"17467";"19054";"";"";""
"17468";"19056";"";"";""
"17475";"19057";"";"";""
"17477";"19058";"";"";""
"17478";"19062";"";"";""
"17480";"19063";"";"";""
"17481";"19065";"";"";""
"17485";"19067";"";"";""
"17489";"19069";"";"";""
"17491";"19070";"";"";""
"17492";"19076";"";"";""
"17494";"19079";"";"";""
"17495";"19080";"";"";""
"17496";"19082";"";"";""
"17497";"19084";"";"";""
"17500";"19087";"";"";""
"17503";"19093";"";"";""
"17505";"19094";"";"";""
"17507";"19095";"";"";""
"17508";"19096";"";"";""
"17510";"19098";"";"";""
"17512";"19099";"";"";""
"17514";"19100";"";"";""
"17517";"19101";"";"";""
"17518";"19102";"";"";""
"17520";"19103";"";"";""
"17522";"19104";"";"";""
"17523";"19106";"";"";""
"17525";"19108";"";"";""
"17526";"19110";"";"";""
"17527";"19112";"";"";""
"17528";"19114";"";"";""
"17530";"19116";"";"";""
"17531";"19117";"";"";""
"17532";"19123";"";"";""
"17533";"19128";"";"";""
"17537";"19129";"";"";""
"17538";"19133";"";"";""
"17539";"19135";"";"";""
"17541";"19137";"";"";""
"17544";"19138";"";"";""
"17551";"19140";"";"";""
"17553";"19143";"";"";""
"17557";"19144";"";"";""
"17558";"19145";"";"";""
"17559";"19146";"";"";""
"17560";"19147";"";"";""
"17561";"19150";"";"";""
"17563";"19153";"";"";""
"17565";"19154";"";"";""
"17566";"19157";"";"";""
"17572";"19158";"";"";""
"17575";"19161";"";"";""
"17576";"19168";"";"";""
"17580";"19174";"";"";""
"17581";"19181";"";"";""
"17587";"19182";"";"";""
"17590";"19184";"";"";""
"17593";"19189";"";"";""
"17594";"19192";"";"";""
"17596";"19193";"";"";""
"17597";"19194";"";"";""
"17599";"19199";"";"";""
"17601";"19201";"";"";""
"17603";"19209";"";"";""
"17604";"19210";"";"";""
"17605";"19211";"";"";""
"17610";"19212";"";"";""
"17611";"19214";"";"";""
"17612";"19215";"";"";""
"17615";"19216";"";"";""
"17616";"19218";"";"";""
"17621";"19219";"";"";""
"17622";"19220";"";"";""
"17624";"19222";"";"";""
"17626";"19223";"";"";""
"17628";"19225";"";"";""
"17629";"19229";"";"";""
"17634";"19232";"";"";""
"17635";"19233";"";"";""
"17637";"19236";"";"";""
"17638";"19238";"";"";""
"17640";"19239";"";"";""
"17641";"19240";"";"";""
"17643";"19241";"";"";""
"17644";"19245";"";"";""
"17645";"19248";"";"";""
"17648";"19252";"";"";""
"17649";"19257";"";"";""
"17650";"19261";"";"";""
"17652";"19263";"";"";""
"17653";"19266";"";"";""
"17654";"19267";"";"";""
"17655";"19269";"";"";""
"17658";"19270";"";"";""
"17660";"19271";"";"";""
"17661";"19272";"";"";""
"17663";"19274";"";"";""
"17664";"19283";"";"";""
"17665";"19284";"";"";""
"17668";"19285";"";"";""
"17670";"19288";"";"";""
"17673";"19291";"";"";""
"17675";"19292";"";"";""
"17677";"19293";"";"";""
"17685";"19294";"";"";""
"17686";"19296";"";"";""
"17687";"19298";"";"";""
"17688";"19301";"";"";""
"17691";"19302";"";"";""
"17693";"19304";"";"";""
"17694";"19309";"";"";""
"17695";"19312";"";"";""
"17698";"19313";"";"";""
"17700";"19315";"";"";""
"17701";"19325";"";"";""
"17702";"19328";"";"";""
"17705";"19331";"";"";""
"17706";"19333";"";"";""
"17708";"19334";"";"";""
"17709";"19335";"";"";""
"17711";"19337";"";"";""
"17712";"19338";"";"";""
"17714";"19340";"";"";""
"17716";"19342";"";"";""
"17719";"19344";"";"";""
"17720";"19348";"";"";""
"17723";"19350";"";"";""
"17724";"19351";"";"";""
"17729";"19355";"";"";""
"17733";"19356";"";"";""
"17735";"19359";"";"";""
"17736";"19360";"";"";""
"17740";"19361";"";"";""
"17746";"19363";"";"";""
"17748";"19366";"";"";""
"17751";"19368";"";"";""
"17752";"19369";"";"";""
"17754";"19374";"";"";""
"17757";"19375";"";"";""
"17762";"19376";"";"";""
"17763";"19377";"";"";""
"17765";"19378";"";"";""
"17767";"19381";"";"";""
"17769";"19382";"";"";""
"17773";"19383";"";"";""
"17774";"19388";"";"";""
"17775";"19389";"";"";""
"17776";"19391";"";"";""
"17778";"19392";"";"";""
"17779";"19393";"";"";""
"17781";"19397";"";"";""
"17784";"19402";"";"";""
"17785";"19403";"";"";""
"17786";"19404";"";"";""
"17787";"19412";"";"";""
"17788";"19413";"";"";""
"17789";"19414";"";"";""
"17792";"19416";"";"";""
"17793";"19419";"";"";""
"17794";"19421";"";"";""
"17795";"19423";"";"";""
"17796";"19424";"";"";""
"17797";"19425";"";"";""
"17798";"19426";"";"";""
"17799";"19428";"";"";""
"17800";"19429";"";"";""
"17801";"19432";"";"";""
"17802";"19433";"";"";""
"17803";"19438";"";"";""
"17804";"19439";"";"";""
"17806";"19441";"";"";""
"17808";"19442";"";"";""
"17813";"19443";"";"";""
"17814";"19446";"";"";""
"17819";"19449";"";"";""
"17820";"19450";"";"";""
"17823";"19452";"";"";""
"17825";"19455";"";"";""
"17826";"19457";"";"";""
"17828";"19461";"";"";""
"17830";"19463";"";"";""
"17831";"19470";"";"";""
"17832";"19476";"";"";""
"17834";"19477";"";"";""
"17835";"19478";"";"";""
"17836";"19482";"";"";""
"17837";"19483";"";"";""
"17839";"19484";"";"";""
"17844";"19485";"";"";""
"17845";"19489";"";"";""
"17846";"19490";"";"";""
"17847";"19492";"";"";""
"17848";"19493";"";"";""
"17849";"19494";"";"";""
"17851";"19496";"";"";""
"17852";"19497";"";"";""
"17853";"19499";"";"";""
"17855";"19500";"";"";""
"17856";"19505";"";"";""
"17857";"19506";"";"";""
"17859";"19508";"";"";""
"17860";"19510";"";"";""
"17861";"19512";"";"";""
"17864";"19513";"";"";""
"17865";"19515";"";"";""
"17867";"19517";"";"";""
"17869";"19519";"";"";""
"17870";"19521";"";"";""
"17872";"19523";"";"";""
"17873";"19524";"";"";""
"17874";"19526";"";"";""
"17875";"19530";"";"";""
"17876";"19531";"";"";""
"17877";"19533";"";"";""
"17879";"19539";"";"";""
"17881";"19541";"";"";""
"17886";"19546";"";"";""
"17888";"19553";"";"";""
"17891";"19554";"";"";""
"17893";"19556";"";"";""
"17896";"19557";"";"";""
"17897";"19560";"";"";""
"17898";"19563";"";"";""
"17901";"19564";"";"";""
"17902";"19565";"";"";""
"17909";"19566";"";"";""
"17913";"19571";"";"";""
"17914";"19575";"";"";""
"17915";"19576";"";"";""
"17920";"19577";"";"";""
"17922";"19578";"";"";""
"17930";"19581";"";"";""
"17932";"19583";"";"";""
"17933";"19584";"";"";""
"17934";"19586";"";"";""
"17936";"19587";"";"";""
"17937";"19593";"";"";""
"17941";"19596";"";"";""
"17942";"19597";"";"";""
"17949";"19600";"";"";""
"17952";"19601";"";"";""
"17956";"19604";"";"";""
"17959";"19606";"";"";""
"17962";"19608";"";"";""
"17963";"19610";"";"";""
"17964";"19617";"";"";""
"17968";"19622";"";"";""
"17970";"19625";"";"";""
"17971";"19626";"";"";""
"17972";"19629";"";"";""
"17975";"19630";"";"";""
"17976";"19632";"";"";""
"17977";"19633";"";"";""
"17979";"19635";"";"";""
"17980";"19639";"";"";""
"17982";"19643";"";"";""
"17985";"19648";"";"";""
"17987";"19649";"";"";""
"17988";"19651";"";"";""
"17990";"19652";"";"";""
"17993";"19655";"";"";""
"17995";"19659";"";"";""
"17998";"19662";"";"";""
"17999";"19663";"";"";""
"18000";"19665";"";"";""
"18006";"19667";"";"";""
"18008";"19669";"";"";""
"18009";"19674";"";"";""
"18010";"19677";"";"";""
"18012";"19680";"";"";""
"18016";"19682";"";"";""
"18020";"19683";"";"";""
"18023";"19686";"";"";""
"18025";"19687";"";"";""
"18028";"19688";"";"";""
"18029";"19689";"";"";""
"18031";"19690";"";"";""
"18033";"19691";"";"";""
"18041";"19692";"";"";""
"18042";"19693";"";"";""
"18044";"19694";"";"";""
"18045";"19695";"";"";""
"18046";"19700";"";"";""
"18049";"19701";"";"";""
"18051";"19702";"";"";""
"18058";"19703";"";"";""
"18059";"19706";"";"";""
"18060";"19707";"";"";""
"18062";"19710";"";"";""
"18063";"19711";"";"";""
"18064";"19712";"";"";""
"18066";"19713";"";"";""
"18074";"19715";"";"";""
"18076";"19718";"";"";""
"18078";"19719";"";"";""
"18079";"19722";"";"";""
"18081";"19725";"";"";""
"18083";"19726";"";"";""
"18087";"19729";"";"";""
"18088";"19737";"";"";""
"18093";"19746";"";"";""
"18094";"19749";"";"";""
"18095";"19750";"";"";""
"18097";"19752";"";"";""
"18098";"19753";"";"";""
"18099";"19755";"";"";""
"18102";"19756";"";"";""
"18104";"19758";"";"";""
"18105";"19764";"";"";""
"18107";"19766";"";"";""
"18108";"19767";"";"";""
"18111";"19769";"";"";""
"18112";"19771";"";"";""
"18113";"19777";"";"";""
"18114";"19780";"";"";""
"18117";"19783";"";"";""
"18119";"19784";"";"";""
"18120";"19785";"";"";""
"18121";"19786";"";"";""
"18127";"19788";"";"";""
"18133";"19789";"";"";""
"18135";"19790";"";"";""
"18139";"19792";"";"";""
"18140";"19793";"";"";""
"18141";"19799";"";"";""
"18142";"19805";"";"";""
"18145";"19806";"";"";""
"18146";"19807";"";"";""
"18147";"19808";"";"";""
"18149";"19811";"";"";""
"18150";"19812";"";"";""
"18151";"19813";"";"";""
"18152";"19814";"";"";""
"18154";"19815";"";"";""
"18156";"19816";"";"";""
"18158";"19819";"";"";""
"18162";"19821";"";"";""
"18163";"19823";"";"";""
"18165";"19825";"";"";""
"18166";"19826";"";"";""
"18170";"19827";"";"";""
"18172";"19833";"";"";""
"18173";"19835";"";"";""
"18175";"19838";"";"";""
"18178";"19841";"";"";""
"18179";"19842";"";"";""
"18183";"19847";"";"";""
"18184";"19848";"";"";""
"18185";"19850";"";"";""
"18187";"19854";"";"";""
"18190";"19855";"";"";""
"18191";"19858";"";"";""
"18194";"19860";"";"";""
"18197";"19864";"";"";""
"18202";"19866";"";"";""
"18203";"19867";"";"";""
"18207";"19868";"";"";""
"18208";"19869";"";"";""
"18210";"19870";"";"";""
"18213";"19872";"";"";""
"18214";"19874";"";"";""
"18216";"19877";"";"";""
"18217";"19878";"";"";""
"18219";"19880";"";"";""
"18222";"19883";"";"";""
"18230";"19887";"";"";""
"18234";"19889";"";"";""
"18237";"19892";"";"";""
"18238";"19903";"";"";""
"18239";"19905";"";"";""
"18240";"19907";"";"";""
"18241";"19908";"";"";""
"18243";"19911";"";"";""
"18244";"19912";"";"";""
"18246";"19913";"";"";""
"18248";"19918";"";"";""
"18249";"19919";"";"";""
"18251";"19920";"";"";""
"18254";"19924";"";"";""
"18255";"19925";"";"";""
"18256";"19926";"";"";""
"18258";"19928";"";"";""
"18259";"19929";"";"";""
"18262";"19931";"";"";""
"18265";"19933";"";"";""
"18266";"19935";"";"";""
"18267";"19936";"";"";""
"18268";"19937";"";"";""
"18270";"19938";"";"";""
"18272";"19940";"";"";""
"18273";"19942";"";"";""
"18275";"19943";"";"";""
"18276";"19944";"";"";""
"18278";"19945";"";"";""
"18279";"19950";"";"";""
"18285";"19951";"";"";""
"18286";"19952";"";"";""
"18287";"19954";"";"";""
"18292";"19956";"";"";""
"18293";"19957";"";"";""
"18295";"19961";"";"";""
"18298";"19964";"";"";""
"18299";"19965";"";"";""
"18300";"19966";"";"";""
"18301";"19967";"";"";""
"18305";"19973";"";"";""
"18308";"19975";"";"";""
"18309";"19978";"";"";""
"18314";"19980";"";"";""
"18316";"19981";"";"";""
"18317";"19982";"";"";""
"18318";"19984";"";"";""
"18320";"19986";"";"";""
"18321";"19992";"";"";""
"18322";"19994";"";"";""
"18323";"19995";"";"";""
"18327";"19997";"";"";""
"18329";"19998";"";"";""
"18330";"20000";"";"";""
"18331";"20001";"";"";""
"18332";"20002";"";"";""
"18333";"20004";"";"";""
"18334";"20007";"";"";""
"18335";"20011";"";"";""
"18337";"20014";"";"";""
"18338";"20018";"";"";""
"18340";"20019";"";"";""
"18341";"20020";"";"";""
"18342";"20021";"";"";""
"18343";"20022";"";"";""
"18344";"20025";"";"";""
"18346";"20028";"";"";""
"18347";"20032";"";"";""
"18348";"20033";"";"";""
"18349";"20034";"";"";""
"18351";"20035";"";"";""
"18354";"20037";"";"";""
"18355";"20039";"";"";""
"18356";"20040";"";"";""
"18357";"20041";"";"";""
"18359";"20045";"";"";""
"18360";"20046";"";"";""
"18363";"20047";"";"";""
"18368";"20048";"";"";""
"18370";"20057";"";"";""
"18372";"20060";"";"";""
"18373";"20063";"";"";""
"18376";"20064";"";"";""
"18377";"20067";"";"";""
"18378";"20071";"";"";""
"18379";"20072";"";"";""
"18380";"20075";"";"";""
"18388";"20078";"";"";""
"18389";"20079";"";"";""
"18390";"20082";"";"";""
"18392";"20083";"";"";""
"18397";"20084";"";"";""
"18398";"20085";"";"";""
"18399";"20086";"";"";""
"18403";"20088";"";"";""
"18404";"20091";"";"";""
"18405";"20093";"";"";""
"18406";"20094";"";"";""
"18407";"20097";"";"";""
"18408";"20100";"";"";""
"18411";"20101";"";"";""
"18416";"20102";"";"";""
"18417";"20103";"";"";""
"18418";"20105";"";"";""
"18420";"20112";"";"";""
"18422";"20117";"";"";""
"18425";"20119";"";"";""
"18429";"20121";"";"";""
"18431";"20122";"";"";""
"18432";"20123";"";"";""
"18436";"20124";"";"";""
"18439";"20125";"";"";""
"18444";"20126";"";"";""
"18447";"20129";"";"";""
"18448";"20131";"";"";""
"18450";"20136";"";"";""
"18454";"20137";"";"";""
"18457";"20142";"";"";""
"18462";"20143";"";"";""
"18463";"20145";"";"";""
"18464";"20146";"";"";""
"18470";"20147";"";"";""
"18471";"20148";"";"";""
"18472";"20150";"";"";""
"18476";"20153";"";"";""
"18477";"20155";"";"";""
"18478";"20160";"";"";""
"18480";"20161";"";"";""
"18482";"20163";"";"";""
"18483";"20164";"";"";""
"18484";"20166";"";"";""
"18487";"20167";"";"";""
"18488";"20171";"";"";""
"18489";"20172";"";"";""
"18491";"20173";"";"";""
"18493";"20176";"";"";""
"18494";"20179";"";"";""
"18495";"20182";"";"";""
"18497";"20185";"";"";""
"18498";"20194";"";"";""
"18499";"20195";"";"";""
"18500";"20196";"";"";""
"18501";"20198";"";"";""
"18502";"20199";"";"";""
"18503";"20200";"";"";""
"18504";"20204";"";"";""
"18505";"20207";"";"";""
"18506";"20208";"";"";""
"18508";"20214";"";"";""
"18509";"20215";"";"";""
"18510";"20216";"";"";""
"18516";"20219";"";"";""
"18517";"20223";"";"";""
"18520";"20224";"";"";""
"18523";"20230";"";"";""
"18530";"20231";"";"";""
"18532";"20232";"";"";""
"18533";"20235";"";"";""
"18534";"20237";"";"";""
"18536";"20239";"";"";""
"18537";"20240";"";"";""
"18541";"20241";"";"";""
"18545";"20242";"";"";""
"18546";"20243";"";"";""
"18547";"20244";"";"";""
"18551";"20245";"";"";""
"18552";"20248";"";"";""
"18553";"20249";"";"";""
"18555";"20251";"";"";""
"18556";"20253";"";"";""
"18560";"20262";"";"";""
"18562";"20263";"";"";""
"18564";"20269";"";"";""
"18567";"20270";"";"";""
"18568";"20271";"";"";""
"18569";"20273";"";"";""
"18571";"20274";"";"";""
"18574";"20279";"";"";""
"18575";"20282";"";"";""
"18576";"20283";"";"";""
"18577";"20284";"";"";""
"18580";"20285";"";"";""
"18585";"20287";"";"";""
"18586";"20288";"";"";""
"18587";"20292";"";"";""
"18588";"20295";"";"";""
"18589";"20296";"";"";""
"18590";"20304";"";"";""
"18594";"20305";"";"";""
"18595";"20306";"";"";""
"18598";"20309";"";"";""
"18599";"20310";"";"";""
"18600";"20311";"";"";""
"18601";"20313";"";"";""
"18602";"20314";"";"";""
"18605";"20316";"";"";""
"18610";"20317";"";"";""
"18611";"20318";"";"";""
"18612";"20319";"";"";""
"18613";"20320";"";"";""
"18616";"20326";"";"";""
"18619";"20327";"";"";""
"18620";"20331";"";"";""
"18621";"20333";"";"";""
"18623";"20334";"";"";""
"18624";"20335";"";"";""
"18625";"20337";"";"";""
"18627";"20340";"";"";""
"18632";"20345";"";"";""
"18633";"20346";"";"";""
"18634";"20347";"";"";""
"18635";"20349";"";"";""
"18638";"20351";"";"";""
"18639";"20352";"";"";""
"18640";"20354";"";"";""
"18641";"20355";"";"";""
"18642";"20359";"";"";""
"18644";"20362";"";"";""
"18645";"20364";"";"";""
"18647";"20367";"";"";""
"18650";"20369";"";"";""
"18654";"20375";"";"";""
"18655";"20381";"";"";""
"18656";"20382";"";"";""
"18658";"20384";"";"";""
"18659";"20387";"";"";""
"18664";"20389";"";"";""
"18668";"20390";"";"";""
"18671";"20395";"";"";""
"18672";"20398";"";"";""
"18678";"20399";"";"";""
"18681";"20400";"";"";""
"18682";"20407";"";"";""
"18684";"20408";"";"";""
"18686";"20412";"";"";""
"18687";"20418";"";"";""
"18688";"20419";"";"";""
"18690";"20420";"";"";""
"18692";"20421";"";"";""
"18693";"20422";"";"";""
"18694";"20427";"";"";""
"18696";"20430";"";"";""
"18697";"20436";"";"";""
"18698";"20437";"";"";""
"18699";"20440";"";"";""
"18703";"20441";"";"";""
"18704";"20444";"";"";""
"18706";"20445";"";"";""
"18708";"20447";"";"";""
"18712";"20450";"";"";""
"18713";"20451";"";"";""
"18714";"20452";"";"";""
"18715";"20454";"";"";""
"18719";"20455";"";"";""
"18724";"20457";"";"";""
"18725";"20458";"";"";""
"18726";"20462";"";"";""
"18727";"20465";"";"";""
"18729";"20467";"";"";""
"18733";"20468";"";"";""
"18734";"20469";"";"";""
"18735";"20470";"";"";""
"18736";"20471";"";"";""
"18737";"20475";"";"";""
"18738";"20476";"";"";""
"18739";"20478";"";"";""
"18741";"20479";"";"";""
"18742";"20480";"";"";""
"18745";"20488";"";"";""
"18746";"20492";"";"";""
"18748";"20496";"";"";""
"18749";"20500";"";"";""
"18751";"20506";"";"";""
"18752";"20507";"";"";""
"18753";"20510";"";"";""
"18755";"20511";"";"";""
"18756";"20513";"";"";""
"18757";"20514";"";"";""
"18758";"20518";"";"";""
"18759";"20524";"";"";""
"18761";"20525";"";"";""
"18762";"20526";"";"";""
"18763";"20528";"";"";""
"18769";"20532";"";"";""
"18773";"20538";"";"";""
"18774";"20540";"";"";""
"18775";"20545";"";"";""
"18776";"20548";"";"";""
"18780";"20549";"";"";""
"18781";"20553";"";"";""
"18786";"20554";"";"";""
"18788";"20555";"";"";""
"18791";"20557";"";"";""
"18794";"20560";"";"";""
"18795";"20561";"";"";""
"18796";"20563";"";"";""
"18797";"20564";"";"";""
"18798";"20565";"";"";""
"18800";"20566";"";"";""
"18801";"20567";"";"";""
"18802";"20569";"";"";""
"18803";"20571";"";"";""
"18804";"20575";"";"";""
"18807";"20578";"";"";""
"18808";"20583";"";"";""
"18810";"20585";"";"";""
"18812";"20586";"";"";""
"18813";"20588";"";"";""
"18814";"20592";"";"";""
"18816";"20593";"";"";""
"18818";"20598";"";"";""
"18825";"20599";"";"";""
"18828";"20601";"";"";""
"18830";"20604";"";"";""
"18831";"20605";"";"";""
"18832";"20609";"";"";""
"18833";"20611";"";"";""
"18834";"20613";"";"";""
"18837";"20614";"";"";""
"18839";"20615";"";"";""
"18841";"20616";"";"";""
"18842";"20622";"";"";""
"18844";"20624";"";"";""
"18845";"20625";"";"";""
"18846";"20627";"";"";""
"18847";"20631";"";"";""
"18848";"20634";"";"";""
"18849";"20635";"";"";""
"18850";"20636";"";"";""
"18853";"20640";"";"";""
"18854";"20643";"";"";""
"18856";"20645";"";"";""
"18857";"20650";"";"";""
"18858";"20651";"";"";""
"18860";"20654";"";"";""
"18862";"20658";"";"";""
"18864";"20659";"";"";""
"18867";"20666";"";"";""
"18868";"20667";"";"";""
"18869";"20668";"";"";""
"18870";"20671";"";"";""
"18872";"20672";"";"";""
"18873";"20674";"";"";""
"18879";"20675";"";"";""
"18880";"20677";"";"";""
"18881";"20679";"";"";""
"18886";"20680";"";"";""
"18888";"20684";"";"";""
"18889";"20685";"";"";""
"18890";"20689";"";"";""
"18891";"20690";"";"";""
"18892";"20693";"";"";""
"18894";"20694";"";"";""
"18895";"20696";"";"";""
"18898";"20698";"";"";""
"18901";"20700";"";"";""
"18902";"20702";"";"";""
"18903";"20705";"";"";""
"18906";"20709";"";"";""
"18907";"20711";"";"";""
"18908";"20712";"";"";""
"18909";"20716";"";"";""
"18914";"20719";"";"";""
"18917";"20723";"";"";""
"18919";"20724";"";"";""
"18921";"20725";"";"";""
"18922";"20726";"";"";""
"18926";"20727";"";"";""
"18927";"20728";"";"";""
"18928";"20729";"";"";""
"18930";"20730";"";"";""
"18931";"20731";"";"";""
"18934";"20733";"";"";""
"18935";"20735";"";"";""
"18936";"20737";"";"";""
"18940";"20738";"";"";""
"18943";"20741";"";"";""
"18945";"20743";"";"";""
"18946";"20745";"";"";""
"18949";"20746";"";"";""
"18950";"20747";"";"";""
"18951";"20748";"";"";""
"18959";"20752";"";"";""
"18960";"20753";"";"";""
"18965";"20755";"";"";""
"18966";"20756";"";"";""
"18968";"20757";"";"";""
"18970";"20759";"";"";""
"18971";"20760";"";"";""
"18972";"20762";"";"";""
"18974";"20763";"";"";""
"18975";"20767";"";"";""
"18977";"20768";"";"";""
"18978";"20771";"";"";""
"18980";"20772";"";"";""
"18981";"20773";"";"";""
"18982";"20774";"";"";""
"18983";"20776";"";"";""
"18985";"20777";"";"";""
"18986";"20782";"";"";""
"18988";"20784";"";"";""
"18989";"20793";"";"";""
"18991";"20794";"";"";""
"18992";"20795";"";"";""
"18995";"20796";"";"";""
"19000";"20797";"";"";""
"19001";"20801";"";"";""
"19002";"20804";"";"";""
